event_id,channel,layer,supermodule,row,column,sideband_mean,sideband_rms,nPulses,pulseHeight_max,pulseHeight_min,pulseArea_max,pulseArea_min,pulseDuriation_max,pulseDuriation_min,TDC,TDCRollovers
evt_0,38,1,-1,4,2,1.43551,0.66801,1,-45.6348,-45.6348,1562,1562,162.49,162.49,4.50608e+10,0
evt_0,41,1,-1,1,3,1.40147,2.5849,2,-34.8836,-26.1495,1068,688,137.49,114.99,4.50608e+10,0
evt_0,44,1,-1,3,3,3.90229,0.936849,1,-653.77,-653.77,30875,30875,334.99,334.99,4.50608e+10,0
evt_0,45,1,-1,3,3,-4.45741,1.4973,1,-489.945,-489.945,22918,22918,394.99,394.99,4.50608e+10,0
evt_0,50,2,-1,2,1,-0.3858,1.1186,2,-98.3188,-57.2179,5409,2319,269.99,187.49,4.50608e+10,0
evt_0,51,2,-1,2,1,-2.90541,0.819603,1,-422.696,-422.696,19603,19603,319.99,319.99,4.50608e+10,0
evt_0,55,2,-1,4,1,-7.92698,0.861765,1,-17.0812,-17.0812,468,468,87.49,87.49,4.50608e+10,0
evt_0,71,2,-1,4,3,-13.6682,0.987452,2,-22.7985,-16.854,15953,549,2337.49,89.99,4.50608e+10,0
evt_0,88,3,-1,1,3,0.252492,0.972853,2,-177.51,-27.6027,8810,830,297.49,122.49,1.49602e+14,1.10382e+12
evt_0,89,3,-1,1,3,0.328338,0.924792,1,-301.073,-301.073,11922,11922,272.49,272.49,1.49602e+14,4.58907e+18
evt_1,14,0,-1,4,2,-0.535294,1.01339,1,-673.275,-673.275,36736,36736,359.99,359.99,4.51299e+10,0
evt_1,15,0,-1,4,2,-1.19261,0.795192,1,-359.744,-359.744,21131,21131,354.99,354.99,4.51299e+10,0
evt_1,26,1,-1,2,1,-0.411167,1.13705,4,-1251.33,-18.2624,137237,74,472.49,74.99,4.51299e+10,0
evt_1,27,1,-1,2,1,0.376019,1.08667,1,-1249.86,-1249.86,115040,115040,579.99,579.99,4.51299e+10,0
evt_1,46,1,-1,4,3,-0.223473,1.02878,3,-762.537,-72.1223,40975,2589,359.99,187.49,4.51299e+10,0
