event_id,channel,layer,supermodule,row,column,sideband_mean,sideband_rms,nPulses,pulseHeight_max,pulseHeight_min,pulseArea_max,pulseArea_min,pulseDuriation_max,pulseDuriation_min,TDC,TDCRollovers
evt_0,7,0,-1,4,1,-1.68155,0.814618,1,-36.3683,-36.3683,1304,1304,154.99,154.99,3.14537e+07,0
evt_0,30,1,-1,4,1,0.499417,1.03942,3,-1250.35,-23.0663,110540,234,404.99,89.99,3.14537e+07,0
evt_0,31,1,-1,4,1,2.0191,0.92723,2,-1249.81,-56.6152,88796,1397,602.49,139.99,3.14537e+07,0
evt_0,52,2,-1,3,1,2.3139,0.952471,3,-535.608,-47.7309,26842,1555,329.99,157.49,3.14537e+07,0
evt_0,53,2,-1,3,1,0.359109,0.613339,1,-419.034,-419.034,16936,16936,284.99,284.99,3.14537e+07,0
evt_0,74,3,-1,2,1,9.94089,0.891655,1,-170.612,-170.612,6233,6233,302.49,302.49,3.14537e+07,0
evt_0,75,3,-1,2,1,6.9705,0.73926,1,-17.8074,-17.8074,430,430,84.99,84.99,3.14537e+07,0
evt_0,78,3,-1,4,1,-3.64095,1.18982,1,-111.592,-111.592,7445,7445,327.49,327.49,3.14537e+07,0
evt_0,79,3,-1,4,1,-0.0126032,0.741727,1,-73.8495,-73.8495,3696,3696,234.99,234.99,3.14537e+07,0
evt_0,92,3,-1,3,3,-4.67307,1.15144,1,-17.8804,-17.8804,426,426,82.49,82.49,0,4.57943e+18
evt_0,93,3,-1,3,3,-8.67958,0.836765,6,-111.279,-15.6714,5535,407,299.99,84.99,0,4.5822e+18
evt_1,18,0,-1,2,3,0.257572,0.74913,2,-936.091,-21.5437,47891,495,374.99,99.99,5.79115e+07,0
evt_1,19,0,-1,2,3,-3.02299,0.91426,1,-661.507,-661.507,35639,35639,417.49,417.49,5.79115e+07,0
evt_1,46,1,-1,4,3,5.2171,1.01534,1,-219.936,-219.936,9153,9153,269.99,269.99,5.79115e+07,0
evt_1,47,1,-1,4,3,-4.15265,0.998925,1,-295.728,-295.728,12115,12115,279.99,279.99,5.79115e+07,0
evt_1,49,2,-1,1,1,-0.00379811,0.637849,1,-53.2974,-53.2974,421,421,62.49,62.49,5.79115e+07,0
evt_1,61,2,-1,3,2,0.328331,0.817001,3,-57.0361,-17.7311,1989,401,172.49,79.99,5.79115e+07,0
evt_1,72,3,-1,1,1,-6.91097,0.793887,1,-18.4111,-18.4111,905,905,154.99,154.99,5.79115e+07,0
