selection_role,source_target_run,source_target_subrun,source_target_channel,comparison_role,run,subrun,filename,channel,strict_status,logged_anomalous,logged_method,logged_triggered_features,logged_max_z,feature,observed_value,reference_mean,reference_raw_std,reference_std_used,std_floor_applied,z_score,abs_z,n_channels_sideband_rms_mean_abs_z_over8,channels_sideband_rms_mean_abs_z_over8,maximum_abs_sideband_rms_mean_z
run2089_typical,2089,251,36,target,2089,251,Digitizer_run2089_subrun251.csv,36,ALERT,True,statistical,sideband_rms_mean,9.02,sideband_rms_mean,18.29578052542373,2.6842767971940074,1.7308493083629597,1.7308493083629597,False,9.019562623273721,9.019562623273721,1,36,9.019562623273721
run2089_typical,2089,251,36,previous_OK,2089,246,Digitizer_run2089_subrun246.csv,36,OK,False,,,1.38,sideband_rms_mean,1.220713305882353,2.6842767971940074,1.7308493083629597,1.7308493083629597,False,-0.8455753393667155,0.8455753393667155,0,,3.544999903012116
run2089_typical,2089,251,36,next_OK,2089,253,Digitizer_run2089_subrun253.csv,36,OK,False,,,2.17,sideband_rms_mean,1.8306083292682926,2.6842767971940074,1.7308493083629597,1.7308493083629597,False,-0.49320785108272414,0.49320785108272414,0,,4.622108818023126
run2089_large_z,2089,852,0,target,2089,852,Digitizer_run2089_subrun852.csv,0,OK,True,statistical,sideband_mean_mean;sideband_rms_mean,14.86,sideband_rms_mean,35.46010694736842,2.937851803622251,2.1882031510287403,2.1882031510287403,False,14.862539215546088,14.862539215546088,2,0;1,14.862539215546088
run2089_large_z,2089,852,0,previous_OK,2089,850,Digitizer_run2089_subrun850.csv,0,OK,False,,,3.52,sideband_rms_mean,1.0465894230769233,2.937851803622251,2.1882031510287403,2.1882031510287403,False,-0.8642992674862882,0.8642992674862882,0,,4.362050853566125
run2089_large_z,2089,852,0,next_OK,2089,855,Digitizer_run2089_subrun855.csv,0,OK,False,,,6.78,sideband_rms_mean,0.92436025,2.937851803622251,2.1882031510287403,2.1882031510287403,False,-0.9201575057944908,0.9201575057944908,0,,5.189689964966237
run2088_comparable,2088,333,33,target,2088,333,Digitizer_run2088_subrun333.csv,33,ALERT,True,statistical,sideband_rms_mean,9.05,sideband_rms_mean,23.303028745098036,3.4816736753037123,2.1894640754124035,2.1894640754124035,False,9.053062478798976,9.053062478798976,2,32;33,9.053062478798976
run2088_comparable,2088,333,33,previous_OK,2088,332,Digitizer_run2088_subrun332.csv,33,OK,False,,,2.9,sideband_rms_mean,1.567592697368421,3.4816736753037123,2.1894640754124035,2.1894640754124035,False,-0.8742235140691945,0.8742235140691945,0,,2.7523837740468604
run2088_comparable,2088,333,33,next_OK,2088,339,Digitizer_run2088_subrun339.csv,33,OK,False,,,2.12,sideband_rms_mean,5.6197952625,3.4816736753037123,2.1894640754124035,2.1894640754124035,False,0.9765502029502608,0.9765502029502608,0,,6.296928269156365
