run,subrun,filename,strict_status,channel,is_target_channel,nPulses_mean,nPulses_std,nPulses_median,occupancy,frac_dead,reference_nPulses_median_mean,reference_nPulses_median_raw_std,reference_nPulses_median_std_used,z_nPulses_median,abs_z_over_8,abs_z_over_15
2088,321,Digitizer_run2088_subrun321.csv,ALERT,29,False,1.5360824742268042,0.9135764845524145,1.0,0.09788092835519677,0.0,1.0015420766632432,0.03876831891860933,0.03876831891860933,-0.039776722495517426,False,False
2088,321,Digitizer_run2088_subrun321.csv,ALERT,30,False,1.5057471264367817,0.8335070655577371,1.0,0.08779011099899092,0.0,1.0055808488764861,0.07400182957363814,0.07400182957363814,-0.07541501215091867,False,False
2088,321,Digitizer_run2088_subrun321.csv,ALERT,31,False,1.4788732394366197,1.5010392107715376,1.0,0.07164480322906155,0.0,1.0002937288882345,0.01713600337232615,0.01713600337232615,-0.017141038190322318,False,False
2088,321,Digitizer_run2088_subrun321.csv,ALERT,32,False,1.5063291139240507,0.7658315025482816,1.0,0.07971745711402624,0.0,1.0061692126909563,0.07543537271315039,0.07543537271315039,-0.08178143050230882,False,False
2088,321,Digitizer_run2088_subrun321.csv,ALERT,33,False,1.6266666666666667,0.8346116321838419,1.0,0.07568113017154389,0.0,1.0188014101057628,0.13226170260835177,0.13226170260835177,-0.1421530929587135,False,False
2088,321,Digitizer_run2088_subrun321.csv,ALERT,34,False,1.4307692307692308,0.7064265436253522,1.0,0.06559031281533804,0.0,1.0013219741480586,0.034254058386733205,0.034254058386733205,-0.0385932123175973,False,False
2088,321,Digitizer_run2088_subrun321.csv,ALERT,35,False,1.547945205479452,0.8340179835925963,1.0,0.07366296670030273,0.0,1.0000734430082254,0.0060593820012730054,0.0060593820012730054,-0.012120544340990086,False,False
2088,321,Digitizer_run2088_subrun321.csv,ALERT,36,False,1.4875,0.7793822610636962,1.0,0.08072653884964683,0.0,1.0050668233220736,0.06916746233808184,0.06916746233808184,-0.07325443424984496,False,False
2088,321,Digitizer_run2088_subrun321.csv,ALERT,37,False,1.4464285714285714,0.8257051118825243,1.0,0.11301715438950555,0.0,1.0000734322220561,0.006058937096412474,0.006058937096412474,-0.012119654138613722,False,False
2088,321,Digitizer_run2088_subrun321.csv,ALERT,38,False,1.3582089552238805,0.7726674092862557,1.0,0.06760847628657922,0.0,1.0002937720329026,0.014840576898137581,0.014840576898137581,-0.019795189561630986,False,False
