event_id,channel,layer,supermodule,row,column,sideband_mean,sideband_rms,nPulses,pulseHeight_max,pulseHeight_min,pulseArea_max,pulseArea_min,pulseDuriation_max,pulseDuriation_min,TDC,TDCRollovers
evt_223,24,1,-1,1,1,1.89728,1.28023,2,-295.429,-21.0775,15677,432,314.99,94.99,7.49546e+09,0
evt_223,25,1,-1,1,1,0.384946,0.811224,1,-206.594,-206.594,12202,12202,334.99,334.99,7.49546e+09,0
evt_223,48,2,-1,1,1,-0.458439,0.528035,1,-1250.76,-1250.76,91286,91286,414.99,414.99,7.49546e+09,0
evt_223,49,2,-1,1,1,-0.581681,0.715667,2,-769.82,-32.9404,40118,1470,399.99,189.99,7.49546e+09,0
evt_223,72,3,-1,1,1,-11.2033,5.06368,3,-243.886,-20.3207,12655,478,304.99,94.99,7.49546e+09,0
evt_223,73,3,-1,1,1,17.6071,1.78558,2,-345.424,-38.3959,16343,1088,292.49,132.49,7.49546e+09,0
evt_223,76,3,-1,3,1,-4.86205,1.32136,1,-17.6554,-17.6554,552,552,104.99,104.99,7.49546e+09,0
evt_224,36,1,-1,3,2,0.732363,0.891314,1,-137.094,-137.094,6503,6503,259.99,259.99,7.52416e+09,0
evt_224,37,1,-1,3,2,-1.31143,0.850622,1,-137.9,-137.9,5826,5826,259.99,259.99,7.52416e+09,0
evt_224,50,2,-1,2,1,0.758496,0.844603,3,-1250.61,-20.9701,117809,103,457.49,82.49,7.52416e+09,0
evt_224,51,2,-1,2,1,-0.472433,0.782484,1,-1250.12,-1250.12,107269,107269,492.49,492.49,7.52416e+09,0
evt_224,78,3,-1,4,1,-14.2069,1.02824,2,-19.2981,-18.6108,1188,915,189.99,154.99,7.52416e+09,0
evt_224,80,3,-1,1,2,-1.01463,2.20977,1,-20.2123,-20.2123,702,702,124.99,124.99,7.52416e+09,0
evt_224,82,3,-1,2,2,-3.25878,6.38382,1,-20.0941,-20.0941,270,270,112.49,112.49,7.52416e+09,0
evt_224,93,3,-1,3,3,-2.08529,1.152,1,-16.5457,-16.5457,473,473,89.99,89.99,0,1.38886e+19
evt_225,16,0,-1,1,3,15.4276,0.91206,1,-47.5813,-47.5813,1257,1257,139.99,139.99,7.56897e+09,0
evt_225,24,1,-1,1,1,5.04645,1.02364,2,-1151.08,-29.9261,51620,1919,349.99,239.99,7.56897e+09,0
evt_225,25,1,-1,1,1,0.078431,1.03033,3,-1250.31,-31.1464,68225,699,372.49,87.49,7.56897e+09,0
evt_225,53,2,-1,3,1,-1.93367,1.3338,1,-80.1004,-80.1004,3421,3421,219.99,219.99,7.56897e+09,0
evt_225,58,2,-1,2,2,0.816797,0.658746,1,-342.362,-342.362,17105,17105,337.49,337.49,7.56897e+09,0
evt_225,59,2,-1,2,2,-1.66942,0.826023,1,-37.6299,-37.6299,1571,1571,172.49,172.49,7.56897e+09,0
evt_225,68,2,-1,3,3,1.05683,0.887977,3,-1249.96,-87.1201,82025,4349,384.99,174.99,7.56897e+09,0
evt_225,69,2,-1,3,3,-1.57898,0.752395,1,-750.6,-750.6,40323,40323,494.99,494.99,7.56897e+09,0
evt_225,72,3,-1,1,1,-7.35989,0.982351,1,-48.1912,-48.1912,2295,2295,207.49,207.49,7.56897e+09,0
evt_225,73,3,-1,1,1,-1.73568,1.75369,1,-168.172,-168.172,8124,8124,294.99,294.99,7.56897e+09,0
evt_225,78,3,-1,4,1,-18.3106,0.995826,2,-22.996,-19.9015,2358,1512,339.99,254.99,7.56897e+09,0
evt_225,87,3,-1,4,2,-7.34077,0.871645,1,-16.0928,-16.0928,422,422,79.99,79.99,7.56897e+09,0
evt_225,92,3,-1,3,3,-11.4525,1.00093,5,-19.2516,-15.6316,1759,442,279.99,79.99,0,0
evt_225,93,3,-1,3,3,-13.6132,1.16086,7,-24.9371,-15.975,3164,235,454.99,37.49,0,0
