event_id,channel,layer,supermodule,row,column,sideband_mean,sideband_rms,nPulses,pulseHeight_max,pulseHeight_min,pulseArea_max,pulseArea_min,pulseDuriation_max,pulseDuriation_min,TDC,TDCRollovers
evt_0,12,0,-1,3,2,1.0202,1.04816,1,-33.741,-33.741,1189,1189,147.49,147.49,2.95456e+10,0
evt_0,13,0,-1,3,2,1.0198,0.937015,1,-61.0403,-61.0403,2508,2508,199.99,199.99,2.95456e+10,0
evt_0,26,1,-1,2,1,1.35915,0.900876,2,-457.388,-22.6112,30379,499,382.49,94.99,2.95456e+10,0
evt_0,27,1,-1,2,1,0.614447,1.15117,1,-582.018,-582.018,28354,28354,374.99,374.99,2.95456e+10,0
evt_0,68,2,-1,3,3,-3.74111,0.90842,1,-70.0327,-70.0327,3099,3099,222.49,222.49,2.95456e+10,0
evt_0,69,2,-1,3,3,7.96762,0.982336,1,-137.135,-137.135,6444,6444,257.49,257.49,2.95456e+10,0
evt_0,78,3,-1,4,1,-7.17414,1.7847,1,-18.3753,-18.3753,802,802,137.49,137.49,2.95456e+10,0
evt_0,88,3,-1,1,3,1.58518,0.865058,1,-72.8944,-72.8944,3185,3185,217.49,217.49,1.49602e+14,1.10382e+12
evt_0,89,3,-1,1,3,0.721254,0.848006,1,-106.064,-106.064,4370,4370,227.49,227.49,1.49602e+14,4.5947e+18
evt_1,36,1,-1,3,2,1.06627,0.652847,1,-1097.63,-1097.63,51440,51440,359.99,359.99,2.96057e+10,0
evt_1,37,1,-1,3,2,0.581527,1.20006,2,-720.188,-73.6957,39041,2741,432.49,194.99,2.96057e+10,0
evt_1,59,2,-1,2,2,-1.50855,1.92527,1,-39.8801,-39.8801,1501,1501,164.99,164.99,2.96057e+10,0
evt_1,82,3,-1,2,2,-6.90278,5.68125,1,-24.4478,-24.4478,10064,10064,2402.49,2402.49,2.96057e+10,0
evt_2,25,1,-1,1,1,0.304711,0.898608,1,-56.8812,-56.8812,2377,2377,197.49,197.49,2.96635e+10,0
evt_2,52,2,-1,3,1,-0.48248,1.14196,1,-57.3366,-57.3366,700,700,84.99,84.99,2.96635e+10,0
evt_2,53,2,-1,3,1,2.81531,0.824073,1,-64.7115,-64.7115,619,619,82.49,82.49,2.96635e+10,0
evt_2,54,2,-1,4,1,0.916435,0.901381,1,-33.24,-33.24,352,352,82.49,82.49,2.96635e+10,0
evt_2,55,2,-1,4,1,-6.23793,0.939253,1,-27.7678,-27.7678,349,349,79.99,79.99,2.96635e+10,0
evt_2,72,3,-1,1,1,1.28631,1.89073,3,-18.8379,-17.0348,1364,364,219.99,64.99,2.96635e+10,0
evt_2,76,3,-1,3,1,-11.0433,1.23419,1,-16.2426,-16.2426,431,431,82.49,82.49,2.96635e+10,0
evt_3,24,1,-1,1,1,0.790082,1.08246,2,-255.781,-16.8867,10830,262,269.99,64.99,2.96709e+10,0
evt_3,25,1,-1,1,1,2.34754,0.893841,2,-288.413,-60.0119,12508,2322,299.99,187.49,2.96709e+10,0
evt_3,32,1,-1,1,2,0.200953,0.886767,1,-74.7798,-74.7798,2206,2206,169.99,169.99,2.96709e+10,0
evt_3,33,1,-1,1,2,0.48722,0.79576,1,-97.713,-97.713,3306,3306,202.49,202.49,2.96709e+10,0
evt_3,50,2,-1,2,1,-0.9098,0.692063,2,-1081.8,-87.0397,55219,3907,409.99,237.49,2.96709e+10,0
evt_3,51,2,-1,2,1,1.58264,0.885162,3,-1138.69,-29.2418,56246,807,364.99,124.99,2.96709e+10,0
evt_3,52,2,-1,3,1,0.836343,0.72983,1,-34.7303,-34.7303,495,495,89.99,89.99,2.96709e+10,0
evt_3,53,2,-1,3,1,2.9956,0.961503,1,-37.1187,-37.1187,462,462,87.49,87.49,2.96709e+10,0
evt_3,62,2,-1,4,2,0.202169,1.06898,1,-85.3159,-85.3159,3208,3208,202.49,202.49,2.96709e+10,0
evt_3,63,2,-1,4,2,5.63001,0.788328,1,-204.541,-204.541,10613,10613,292.49,292.49,2.96709e+10,0
evt_3,80,3,-1,1,2,-3.27152,1.02735,1,-150.648,-150.648,7607,7607,294.99,294.99,2.96709e+10,0
evt_3,81,3,-1,1,2,6.57963,1.28864,1,-189.059,-189.059,8996,8996,272.49,272.49,2.96709e+10,0
evt_3,92,3,-1,3,3,19.8624,0.603903,1,-108.696,-108.696,4183,4183,209.99,209.99,0,0
evt_4,44,1,-1,3,3,-16.7526,5.57162,2,-67.0642,-24.2097,1406,343,129.99,87.49,2.9731e+10,0
evt_4,50,2,-1,2,1,0.672447,0.959579,2,-427.915,-30.6943,21535,1033,334.99,142.49,2.9731e+10,0
evt_4,51,2,-1,2,1,-0.639921,1.01537,1,-275.377,-275.377,20573,20573,462.49,462.49,2.9731e+10,0
evt_4,57,2,-1,1,2,-0.359777,0.992783,1,-71.6569,-71.6569,830,830,84.99,84.99,2.9731e+10,0
evt_4,82,3,-1,2,2,-13.0489,5.65159,1,-28.7838,-28.7838,13761,13761,2507.49,2507.49,2.9731e+10,0
evt_4,93,3,-1,3,3,-10.7752,0.523408,1,-19.3294,-19.3294,943,943,152.49,152.49,0,0
evt_5,4,0,-1,3,1,-0.2554,1.00968,1,-180.676,-180.676,10110,10110,314.99,314.99,2.97385e+10,0
evt_5,5,0,-1,3,1,-1.13101,0.731942,2,-599.518,-42.2705,29503,1347,349.99,149.99,2.97385e+10,0
evt_5,25,1,-1,1,1,-1.16393,1.03551,1,-27.4107,-27.4107,988,988,137.49,137.49,2.97385e+10,0
evt_5,48,2,-1,1,1,-2.83431,0.964077,1,-459.4,-459.4,20905,20905,324.99,324.99,2.97385e+10,0
evt_5,49,2,-1,1,1,-0.998249,0.889766,2,-239.659,-117.814,11440,3648,297.49,102.49,2.97385e+10,0
evt_5,62,2,-1,4,2,2.73213,1.431,1,-61.6072,-61.6072,272,272,64.99,64.99,2.97385e+10,0
evt_5,63,2,-1,4,2,3.9323,0.849782,1,-71.1624,-71.1624,290,290,62.49,62.49,2.97385e+10,0
evt_5,72,3,-1,1,1,-1.81792,0.752411,1,-52.5356,-52.5356,2962,2962,252.49,252.49,2.97385e+10,0
evt_5,73,3,-1,1,1,0.209775,0.816617,1,-44.2634,-44.2634,2048,2048,199.99,199.99,2.97385e+10,0
evt_5,82,3,-1,2,2,-10.9628,4.97088,4,-27.0966,-16.6318,6289,159,1462.49,54.99,2.97385e+10,0
evt_6,20,0,-1,3,3,1.80974,0.918731,2,-408.729,-40.2562,19603,1394,314.99,157.49,2.97581e+10,0
evt_6,21,0,-1,3,3,0.979799,1.01898,1,-551.706,-551.706,27673,27673,337.49,337.49,2.97581e+10,0
evt_6,47,1,-1,4,3,8.25898,0.98485,1,-39.7265,-39.7265,1170,1170,137.49,137.49,2.97581e+10,0
evt_6,56,2,-1,1,2,-13.5467,0.654083,5,-20.2035,-16.3129,7013,780,1119.99,132.49,2.97581e+10,0
evt_6,66,2,-1,2,3,1.38863,0.633369,1,-222.535,-222.535,9541,9541,279.99,279.99,2.97581e+10,0
evt_6,67,2,-1,2,3,-0.96089,0.867217,1,-169.16,-169.16,8283,8283,292.49,292.49,2.97581e+10,0
evt_6,74,3,-1,2,1,5.03584,4.84267,1,-50.0946,-50.0946,1786,1786,172.49,172.49,2.97581e+10,0
evt_6,82,3,-1,2,2,-10.7437,6.2059,1,-25.8365,-25.8365,12427,12427,2502.49,2502.49,2.97581e+10,0
evt_6,87,3,-1,4,2,-1.66445,1.32994,1,-15.5541,-15.5541,276,276,54.99,54.99,2.97581e+10,0
evt_7,24,1,-1,1,1,0.994444,1.41561,3,-413.999,-21.1602,18700,475,299.99,94.99,2.97693e+10,0
evt_7,25,1,-1,1,1,2.34694,0.843636,2,-208.426,-35.4188,11735,1172,312.49,147.49,2.97693e+10,0
