event_id,channel,layer,supermodule,row,column,sideband_mean,sideband_rms,nPulses,pulseHeight_max,pulseHeight_min,pulseArea_max,pulseArea_min,pulseDuriation_max,pulseDuriation_min,TDC,TDCRollovers
evt_0,15,0,-1,4,2,22.6311,1.06155,3,-418.255,-40.7493,17594,984,264.99,129.99,9.10394e+11,0
evt_0,34,1,-1,2,2,-1.36013,0.798449,4,-1250.42,-38.1672,107481,545,424.99,107.49,9.10394e+11,0
evt_0,35,1,-1,2,2,0.971717,0.771637,3,-1250.12,-77.7812,104945,3608,417.49,229.99,9.10394e+11,0
evt_0,61,2,-1,3,2,0.276357,0.589761,1,-38.3242,-38.3242,294,294,64.99,64.99,9.10394e+11,0
evt_0,71,2,-1,4,3,2.99939,0.60818,1,-46.7795,-46.7795,1637,1637,164.99,164.99,9.10394e+11,0
evt_0,80,3,-1,1,2,-6.492,0.958306,1,-237.541,-237.541,13070,13070,334.99,334.99,9.10394e+11,0
evt_0,81,3,-1,1,2,-2.11394,0.629054,2,-262.171,-24.8581,17172,839,542.49,127.49,9.10394e+11,0
evt_0,88,3,-1,1,3,9.85678,0.925101,1,-23.7923,-23.7923,496,496,97.49,97.49,1.49602e+14,1.10382e+12
evt_0,89,3,-1,1,3,18.4823,0.783653,2,-221.468,-27.526,12524,612,364.99,107.49,1.49602e+14,1.38042e+19
evt_1,38,1,-1,4,2,-0.0893284,1.07593,3,-1250.2,-24.479,76462,404,387.49,92.49,9.10467e+11,0
evt_1,39,1,-1,4,2,0.848358,0.720733,2,-864.859,-95.4656,47285,2902,407.49,127.49,9.10467e+11,0
evt_1,59,2,-1,2,2,2.47128,4.25217,1,-59.4751,-59.4751,817,817,44.99,44.99,9.10467e+11,0
evt_1,62,2,-1,4,2,6.99919,0.825767,1,-53.792,-53.792,2417,2417,212.49,212.49,9.10467e+11,0
evt_1,63,2,-1,4,2,6.58853,1.04779,1,-292.954,-292.954,16938,16938,327.49,327.49,9.10467e+11,0
evt_1,86,3,-1,4,2,1.59055,1.24173,2,-377.478,-100.052,17459,887,302.49,37.49,9.10467e+11,0
evt_1,87,3,-1,4,2,5.2064,0.958722,2,-463.059,-71.7508,26006,3052,364.99,207.49,9.10467e+11,0
evt_1,92,3,-1,3,3,-6.81436,1.12668,3,-16.2035,-15.3633,487,289,89.99,54.99,0,1.37513e+19
evt_2,12,0,-1,3,2,2.83046,0.816647,2,-34.1217,-26.0789,1293,872,164.99,122.49,9.10506e+11,0
evt_2,13,0,-1,3,2,0.398655,1.09385,1,-158.6,-158.6,12737,12737,422.49,422.49,9.10506e+11,0
evt_2,42,1,-1,2,3,-4.6011,1.1037,1,-1250.39,-1250.39,131418,131418,479.99,479.99,9.10506e+11,0
evt_2,43,1,-1,2,3,-1.71878,0.906291,1,-1250.19,-1250.19,101253,101253,494.99,494.99,9.10506e+11,0
evt_2,56,2,-1,1,2,-15.0498,0.842329,5,-21.6931,-15.3605,4373,291,687.49,54.99,9.10506e+11,0
evt_2,72,3,-1,1,1,-17.4542,0.673072,2,-29.1647,-24.2713,10879,6292,1297.49,884.99,9.10506e+11,0
