channel,feature,subrun605_value,subrun94_value,reference_mean,reference_std_pre_floor,reference_std_used,subrun605_z,subrun94_z,value_delta_605_minus_94,z_movement_605_minus_94,abs_z_movement,max_abs_z_across_pair,subrun605_over_z8,subrun94_over_z8,subrun605_method,subrun94_method,subrun605_if_score,subrun94_if_score,difference_rank_within_channel
82,pulseHeight_max_mean,-134.95636194690266,-302.04085401459855,-301.79035242837176,54.5156871116386,54.5156871116386,3.060293271913133,-0.004595036759122309,167.0844920676959,3.064888308672255,3.064888308672255,3.060293271913133,False,False,isolation_forest,,-0.6469,-0.4025,10
82,sideband_mean_median,-7.886525,-1.71559,-3.3553458662578968,2.0544805423045283,2.0544805423045283,-2.205510853200606,0.798136479023826,-6.170935,-3.003647332224432,3.003647332224432,2.205510853200606,False,False,isolation_forest,,-0.6469,-0.4025,11
82,pulseDuriation_min_median,202.49,154.99,159.8047672198565,17.847962849873003,17.847962849873003,2.391602511680891,-0.26976564554485005,47.5,2.6613681572257413,2.6613681572257413,2.391602511680891,False,False,isolation_forest,,-0.6469,-0.4025,12
82,pulseArea_max_mean,13632.075221238938,27753.38686131387,24669.623482593564,5389.313682708954,5389.313682708954,-2.048043389414767,0.5721996454973916,-14121.311640074931,-2.6202430349121584,2.6202430349121584,2.048043389414767,False,False,isolation_forest,,-0.6469,-0.4025,13
82,pulseHeight_min_std,180.39518741574562,281.17081416963913,282.0306503081497,44.83405877879121,44.83405877879121,-2.266925316618508,-0.01917819090957041,-100.7756267538935,-2.2477471257089374,2.2477471257089374,2.266925316618508,False,False,isolation_forest,,-0.6469,-0.4025,14
82,pulseHeight_min_mean,-67.72735796460177,-136.1224109489051,-148.23104892204825,30.478881131765075,30.478881131765075,2.6412941672437436,0.39727960881488955,68.39505298430333,2.2440145584288542,2.2440145584288542,2.6412941672437436,False,False,isolation_forest,,-0.6469,-0.4025,15
82,pulseArea_max_std,31460.594570613877,65264.340079994516,48087.97526360311,15201.156857353628,15201.156857353628,-1.0938233746957005,1.1299380025857875,-33803.745509380635,-2.223761377281488,2.223761377281488,1.1299380025857875,False,False,isolation_forest,,-0.6469,-0.4025,16
82,sideband_mean_std,14.69713063457812,102.57546764395406,55.22668906052091,44.708809867882486,44.708809867882486,-0.9065228653079861,1.0590480650983987,-87.87833700937594,-1.9655709304063849,1.9655709304063849,1.0590480650983987,False,False,isolation_forest,,-0.6469,-0.4025,17
82,pulseArea_min_std,23525.19685806681,44538.257106413184,32811.99902362617,17796.841137540967,17796.841137540967,-0.5218230636429978,0.6588954743238922,-21013.060248346374,-1.1807185379668899,1.1807185379668899,0.6588954743238922,False,False,isolation_forest,,-0.6469,-0.4025,18
82,pulseArea_min_mean,7200.517699115044,10574.839416058394,10793.210300233233,3503.6560510957247,3503.6560510957247,-1.0254124687823223,-0.06232657572267877,-3374.32171694335,-0.9630858930596435,0.9630858930596435,1.0254124687823223,False,False,isolation_forest,,-0.6469,-0.4025,19
82,pulseHeight_min_median,-22.9265,-29.2884,-30.690723997650117,6.865470857298024,6.865470857298024,1.1309091771027933,0.20425751223740785,6.361899999999999,0.9266516648653854,0.9266516648653854,1.1309091771027933,False,False,isolation_forest,,-0.6469,-0.4025,20
82,pulseHeight_max_median,-26.7227,-48.532,-62.936738551916505,29.009950684145217,29.009950684145217,1.2483316137351632,0.49654474455170716,21.809299999999997,0.751786869183456,0.751786869183456,1.2483316137351632,False,False,isolation_forest,,-0.6469,-0.4025,21
82,sideband_mean_mean,-7.628376814159292,-12.240053191970803,-10.051233222477299,6.2201951643110815,6.2201951643110815,0.38951453199079006,-0.3518892754446118,4.611676377811511,0.7414038074354019,0.7414038074354019,0.38951453199079006,False,False,isolation_forest,,-0.6469,-0.4025,22
82,nPulses_std,1.7644584629993285,1.9092495923820862,1.847714927748608,0.1969645495338384,0.1969645495338384,-0.4226977136054429,0.31241492329007464,-0.14479112938275773,-0.7351126368955175,0.7351126368955175,0.4226977136054429,False,False,isolation_forest,,-0.6469,-0.4025,23
82,nPulses_mean,2.504424778761062,2.3649635036496353,2.390918379925519,0.2154801695234934,0.2154801695234934,0.5267603004329711,-0.1204513451668418,0.1394612751114268,0.6472116455998129,0.6472116455998129,0.5267603004329711,False,False,isolation_forest,,-0.6469,-0.4025,24
82,pulseArea_min_median,974.0,1200.0,1399.93449845792,405.3643318801342,405.3643318801342,-1.0507448854278287,-0.4932217334726934,-226.0,-0.5575231519551354,0.5575231519551354,1.0507448854278287,False,False,isolation_forest,,-0.6469,-0.4025,25
82,sideband_rms_std,8.300767749849223,3.2134411072710236,10.397668123799892,10.437202830757013,10.437202830757013,-0.20090635469604845,-0.6883287728545365,5.0873266425781996,0.4874224181584881,0.4874224181584881,0.6883287728545365,False,False,isolation_forest,,-0.6469,-0.4025,26
82,pulseArea_max_median,5297.5,4470.0,7881.435085915693,1847.980781392475,1847.980781392475,-1.3982478129283726,-1.846033855041034,827.5,0.4477860421126614,0.4477860421126614,1.846033855041034,False,False,isolation_forest,,-0.6469,-0.4025,27
82,nPulses_median,2.0,2.0,1.7891026582464404,0.4138431824383967,0.4138431824383967,0.509606901123599,0.509606901123599,0.0,0.0,0.0,0.509606901123599,False,False,isolation_forest,,-0.6469,-0.4025,28
82,frac_dead,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,False,False,isolation_forest,,-0.6469,-0.4025,29
