case,filename,subrun,status,target_channel,feature,observed_value,reference_mean,reference_std_pre_floor,reference_std_used,std_floor_applied,z_score,abs_z,triggered_by_z_threshold,canonical_max_z_exact,canonical_max_z_rounded,canonical_method,canonical_if_score
C,Digitizer_run2014_subrun3.csv,3,ALERT,66,pulseDuriation_max_mean,349.79769230769233,312.0164710941525,30.519208463403437,30.519208463403437,False,1.2379489218681572,1.2379489218681572,False,21.105640531654057,21.11,statistical,-0.5253
C,Digitizer_run2014_subrun3.csv,3,ALERT,66,pulseArea_max_std,83221.48222810378,59216.564012653034,20497.901144781586,20497.901144781586,False,1.1710915203414367,1.1710915203414367,False,21.105640531654057,21.11,statistical,-0.5253
C,Digitizer_run2014_subrun3.csv,3,ALERT,66,pulseHeight_max_std,499.61636851356235,467.2036945119064,31.933814927319734,31.933814927319734,False,1.0149953607305007,1.0149953607305007,False,21.105640531654057,21.11,statistical,-0.5253
C,Digitizer_run2014_subrun3.csv,3,ALERT,66,pulseArea_min_median,1844.5,2687.061985898942,856.4783985947307,856.4783985947307,False,-0.9837515893937057,0.9837515893937057,False,21.105640531654057,21.11,statistical,-0.5253
C,Digitizer_run2014_subrun3.csv,3,ALERT,66,pulseArea_min_std,61774.81379868449,42155.93471842849,25662.61410205345,25662.61410205345,False,0.7644926195841503,0.7644926195841503,False,21.105640531654057,21.11,statistical,-0.5253
C,Digitizer_run2014_subrun3.csv,3,ALERT,66,occupancy,0.07894736842105263,0.07206160260625379,0.009594826748280513,0.009594826748280513,False,0.717654002041552,0.717654002041552,False,21.105640531654057,21.11,statistical,-0.5253
C,Digitizer_run2014_subrun3.csv,3,ALERT,66,pulseHeight_min_median,-63.2471,-70.9150357300234,17.98349174001939,17.98349174001939,False,0.42638748030003737,0.42638748030003737,False,21.105640531654057,21.11,statistical,-0.5253
C,Digitizer_run2014_subrun3.csv,3,ALERT,66,pulseHeight_min_std,342.2589449266336,327.84190764605466,49.49574473144564,49.49574473144564,False,0.2912783181423575,0.2912783181423575,False,21.105640531654057,21.11,statistical,-0.5253
C,Digitizer_run2014_subrun3.csv,3,ALERT,66,pulseDuriation_min_mean,222.10538461538462,228.85139814465632,25.707185525807134,25.707185525807134,False,-0.26241742887409636,0.26241742887409636,False,21.105640531654057,21.11,statistical,-0.5253
C,Digitizer_run2014_subrun3.csv,3,ALERT,66,pulseHeight_min_mean,-213.30325512820514,-221.20460101458463,40.213020711882166,40.213020711882166,False,0.19648725080841276,0.19648725080841276,False,21.105640531654057,21.11,statistical,-0.5253
C,Digitizer_run2014_subrun3.csv,3,ALERT,66,pulseArea_min_mean,16367.538461538461,15227.230697089479,5994.019786334792,5994.019786334792,False,0.1902409076207362,0.1902409076207362,False,21.105640531654057,21.11,statistical,-0.5253
C,Digitizer_run2014_subrun3.csv,3,ALERT,66,sideband_rms_median,0.922213,0.9161972751175099,0.03587058469101236,0.03587058469101236,False,0.16770635143835025,0.16770635143835025,False,21.105640531654057,21.11,statistical,-0.5253
C,Digitizer_run2014_subrun3.csv,3,ALERT,66,sideband_mean_median,0.840495,0.9242654609055513,0.5057269740365202,0.5057269740365202,False,-0.16564364806750836,0.16564364806750836,False,21.105640531654057,21.11,statistical,-0.5253
C,Digitizer_run2014_subrun3.csv,3,ALERT,66,nPulses_std,0.7945870823066727,0.8164901176517507,0.1535611899552416,0.1535611899552416,False,-0.14263392561272836,0.14263392561272836,False,21.105640531654057,21.11,statistical,-0.5253
C,Digitizer_run2014_subrun3.csv,3,ALERT,66,pulseDuriation_min_std,177.93552610019017,183.91454562697484,87.73669764777775,87.73669764777775,False,-0.06814730537029859,0.06814730537029859,False,21.105640531654057,21.11,statistical,-0.5253
C,Digitizer_run2014_subrun3.csv,3,ALERT,66,pulseDuriation_max_std,206.0212798044603,209.71936177080244,80.57123413979079,80.57123413979079,False,-0.045898291193181576,0.045898291193181576,False,21.105640531654057,21.11,statistical,-0.5253
C,Digitizer_run2014_subrun3.csv,3,ALERT,66,frac_dead,0.0,0.0,0.0,1e-06,True,0.0,0.0,False,21.105640531654057,21.11,statistical,-0.5253
D_OK_ch3,Digitizer_run2014_subrun94.csv,94,OK,3,sideband_rms_std,24.986403610405567,9.46045703239545,8.356359941359138,8.356359941359138,False,1.8579796331134184,1.8579796331134184,False,1.8579796331134184,1.86,,-0.4315
D_OK_ch3,Digitizer_run2014_subrun94.csv,94,OK,3,pulseDuriation_max_median,274.99,345.51761051549335,42.206197562417195,42.206197562417195,False,-1.6710249818452052,1.6710249818452052,False,1.8579796331134184,1.86,,-0.4315
D_OK_ch3,Digitizer_run2014_subrun94.csv,94,OK,3,nPulses_std,0.9020673423841917,1.372818650446854,0.3062914935171472,0.3062914935171472,False,-1.5369388899999215,1.5369388899999215,False,1.8579796331134184,1.86,,-0.4315
D_OK_ch3,Digitizer_run2014_subrun94.csv,94,OK,3,sideband_rms_mean,5.3110187101449275,2.9338617114916987,1.6112795809525247,1.6112795809525247,False,1.4753224870186388,1.4753224870186388,False,1.8579796331134184,1.86,,-0.4315
D_OK_ch3,Digitizer_run2014_subrun94.csv,94,OK,3,pulseHeight_max_std,338.7350717494761,313.4965450594491,25.909148102475793,25.909148102475793,False,0.9741164236741271,0.9741164236741271,False,1.8579796331134184,1.86,,-0.4315
D_OK_ch3,Digitizer_run2014_subrun94.csv,94,OK,3,sideband_mean_std,21.229727638876,52.850451757875256,37.42371584328082,37.42371584328082,False,-0.8449381202929519,0.8449381202929519,False,1.8579796331134184,1.86,,-0.4315
D_OK_ch3,Digitizer_run2014_subrun94.csv,94,OK,3,pulseDuriation_max_mean,347.41753623188407,417.48858875507784,87.99972001101959,87.99972001101959,False,-0.7962644939599725,0.7962644939599725,False,1.8579796331134184,1.86,,-0.4315
D_OK_ch3,Digitizer_run2014_subrun94.csv,94,OK,3,nPulses_mean,1.6666666666666667,1.822429963032282,0.22740251200286282,0.22740251200286282,False,-0.68496735147611,0.68496735147611,False,1.8579796331134184,1.86,,-0.4315
D_OK_ch3,Digitizer_run2014_subrun94.csv,94,OK,3,pulseArea_min_median,1574.0,2201.742106036129,929.1850239875738,929.1850239875738,False,-0.6755835380796278,0.6755835380796278,False,1.8579796331134184,1.86,,-0.4315
D_OK_ch3,Digitizer_run2014_subrun94.csv,94,OK,3,sideband_mean_mean,-4.390245246376812,-9.452439753165224,7.692307789591945,7.692307789591945,False,0.6580852775597201,0.6580852775597201,False,1.8579796331134184,1.86,,-0.4315
D_OK_ch3,Digitizer_run2014_subrun94.csv,94,OK,3,pulseArea_min_std,49006.641697278515,38230.77473185319,18951.47953026925,18951.47953026925,False,0.568602939322713,0.568602939322713,False,1.8579796331134184,1.86,,-0.4315
D_OK_ch3,Digitizer_run2014_subrun94.csv,94,OK,3,pulseArea_max_std,56218.7270683747,47292.03009331933,16629.045832642423,16629.045832642423,False,0.5368135408907512,0.5368135408907512,False,1.8579796331134184,1.86,,-0.4315
D_OK_ch3,Digitizer_run2014_subrun94.csv,94,OK,3,occupancy,0.06948640483383686,0.07432094944019971,0.00915025210127714,0.00915025210127714,False,-0.5283509735964615,0.5283509735964615,False,1.8579796331134184,1.86,,-0.4315
D_OK_ch3,Digitizer_run2014_subrun94.csv,94,OK,3,pulseHeight_min_mean,-158.16643333333332,-174.9883246967115,34.767801808957145,34.767801808957145,False,0.483835344431939,0.483835344431939,False,1.8579796331134184,1.86,,-0.4315
D_OK_ch3,Digitizer_run2014_subrun94.csv,94,OK,3,sideband_rms_median,0.883617,1.258135191804964,0.8249668348763384,0.8249668348763384,False,-0.4539796946638513,0.4539796946638513,False,1.8579796331134184,1.86,,-0.4315
D_OK_ch3,Digitizer_run2014_subrun94.csv,94,OK,3,pulseArea_max_mean,30161.246376811596,27475.174254520225,6840.943915988327,6840.943915988327,False,0.39264641769882247,0.39264641769882247,False,1.8579796331134184,1.86,,-0.4315
D_OK_ch3,Digitizer_run2014_subrun94.csv,94,OK,3,pulseHeight_min_median,-45.8222,-52.094180922308894,16.803097991414564,16.803097991414564,False,0.37326336640502367,0.37326336640502367,False,1.8579796331134184,1.86,,-0.4315
D_OK_ch3,Digitizer_run2014_subrun94.csv,94,OK,3,pulseDuriation_min_mean,254.19289855072466,276.86487608491274,65.23724007449842,65.23724007449842,False,-0.34753121849265156,0.34753121849265156,False,1.8579796331134184,1.86,,-0.4315
D_OK_ch3,Digitizer_run2014_subrun94.csv,94,OK,3,nPulses_median,1.0,1.0831252753708318,0.27069941832777283,0.27069941832777283,False,-0.3070759290298166,0.3070759290298166,False,1.8579796331134184,1.86,,-0.4315
D_OK_ch3,Digitizer_run2014_subrun94.csv,94,OK,3,pulseHeight_max_median,-149.983,-170.89030702011965,68.74789390642057,68.74789390642057,False,0.30411560023320294,0.30411560023320294,False,1.8579796331134184,1.86,,-0.4315
D_OK_ch3,Digitizer_run2014_subrun94.csv,94,OK,3,pulseDuriation_min_std,336.5054771737682,295.5093833387532,137.71196695866732,137.71196695866732,False,0.29769449046733554,0.29769449046733554,False,1.8579796331134184,1.86,,-0.4315
D_OK_ch3,Digitizer_run2014_subrun94.csv,94,OK,3,pulseDuriation_min_median,177.49,185.46730944338364,26.92677511584112,26.92677511584112,False,-0.29625937042459094,0.29625937042459094,False,1.8579796331134184,1.86,,-0.4315
