case,filename,subrun,target_channel,channel,nPulses_mean,nPulses_median,nPulses_std,occupancy,frac_dead,z_nPulses_median,abs_z_nPulses_median,above_z8,above_z15,is_target_channel
B,Digitizer_run2014_subrun902.csv,902,38,34,1.4054054054054055,1.0,0.643750273331526,0.06085526315789474,0.0,-0.0385932123175973,0.0385932123175973,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,0,1.1428571428571428,1.0,0.36313651960128146,0.023026315789473683,0.0,-0.030266338622844134,0.030266338622844134,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,46,1.3703703703703705,1.0,0.7083410407769105,0.08881578947368421,0.0,-0.02911137722951408,0.02911137722951408,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,73,1.303030303030303,1.0,0.5809725789821216,0.10855263157894737,0.0,-0.02353449779995996,0.02353449779995996,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,7,1.1818181818181819,1.0,0.5884898863364997,0.03618421052631579,0.0,-0.023534497799929447,0.023534497799929447,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,55,2.1704545454545454,1.0,1.8396750769401464,0.14473684210526316,0.0,-0.02099494082880142,0.02099494082880142,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,22,1.6111111111111112,1.0,0.8498365855987975,0.029605263157894735,0.0,-0.020994940828716762,0.020994940828716762,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,27,1.3409090909090908,1.0,0.6449511183273601,0.07236842105263158,0.0,-0.02020206142644995,0.02020206142644995,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,81,1.2592592592592593,1.0,0.7053751894782779,0.08881578947368421,0.0,-0.01979518956158613,0.01979518956158613,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,31,1.5365853658536586,1.0,0.809245357589704,0.06743421052631579,0.0,-0.017141038190322318,0.017141038190322318,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,39,1.34,1.0,0.6883876458946718,0.08223684210526316,0.0,-0.014698827083102287,0.014698827083102287,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,49,1.5384615384615385,1.0,0.8643675848370048,0.2993421052631579,0.0,-0.013529567353580803,0.013529567353580803,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,59,1.2465753424657535,1.0,0.6407639086323322,0.12006578947368421,0.0,-0.012120544341008408,0.012120544341008408,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,67,1.53125,1.0,0.7177192819911803,0.05263157894736842,0.0,-0.012120544341008408,0.012120544341008408,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,35,1.2653061224489797,1.0,0.6046869094857282,0.0805921052631579,0.0,-0.012120544340990086,0.012120544340990086,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,41,1.32,1.0,0.7483314773547882,0.04111842105263158,0.0,-0.012120544340944277,0.012120544340944277,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,54,1.3013698630136987,1.0,0.7008909311815078,0.12006578947368421,0.0,-0.012119654139126778,0.012119654139126778,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,52,1.1375,1.0,0.47048991433788556,0.13157894736842105,0.0,-0.012119654139071812,0.012119654139071812,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,60,1.2098765432098766,1.0,0.5638273091717897,0.13322368421052633,0.0,-0.012119654139071812,0.012119654139071812,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,61,1.2345679012345678,1.0,0.5973191135873606,0.13322368421052633,0.0,-0.012119654139071812,0.012119654139071812,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,63,1.2835820895522387,1.0,0.6920757129112596,0.11019736842105263,0.0,-0.012119654139071812,0.012119654139071812,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,37,1.4666666666666666,1.0,0.6644105970267494,0.12335526315789473,0.0,-0.012119654138613722,0.012119654138613722,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,53,1.2,1.0,0.43738352486814924,0.11513157894736842,0.0,-0.012119654138613722,0.012119654138613722,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,4,1.434782608695652,1.0,0.6623708763718501,0.03782894736842105,0.0,0.0,0.0,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,23,1.7142857142857142,1.0,1.61687529336239,0.03453947368421053,0.0,0.0,0.0,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,25,1.4576271186440677,1.0,0.7974825567693061,0.2911184210526316,0.0,0.0,0.0,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,42,1.3783783783783783,1.0,0.7583370458279584,0.06085526315789474,0.0,0.0,0.0,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,47,1.3333333333333333,1.0,0.7118052168020874,0.08388157894736842,0.0,0.0,0.0,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,50,1.1935483870967742,1.0,0.5383249575445938,0.10197368421052631,0.0,0.0,0.0,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,51,1.2452830188679245,1.0,0.5153662020409331,0.08717105263157894,0.0,0.0,0.0,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,57,1.2285714285714286,1.0,0.5429769945063483,0.11513157894736842,0.0,0.0,0.0,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,58,1.3333333333333333,1.0,0.7147184836161095,0.12828947368421054,0.0,0.0,0.0,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,62,1.2592592592592593,1.0,0.6280481227138923,0.13322368421052633,0.0,0.0,0.0,False,False,False
B,Digitizer_run2014_subrun902.csv,902,38,69,1.4857142857142858,1.0,0.7810787627463989,0.05756578947368421,0.0,0.0,0.0,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,66,1.6923076923076923,2.0,0.7945870823066727,0.07894736842105263,0.0,21.105640531654057,21.105640531654057,True,True,True
C,Digitizer_run2014_subrun3.csv,3,66,24,1.8444444444444446,2.0,0.9704755131367315,0.09109311740890688,0.0,2.7848023517976355,2.7848023517976355,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,8,1.9318181818181819,2.0,1.1223482622317313,0.08906882591093117,0.0,2.298747582364049,2.298747582364049,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,44,1.7777777777777777,1.5,1.1034162344924379,0.0728744939271255,0.0,2.0293701090199057,2.0293701090199057,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,80,2.668269230769231,2.0,2.0549346486583,0.21052631578947367,0.0,1.9422978013977752,1.9422978013977752,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,93,3.042016806722689,3.0,1.8830779160510025,0.36133603238866396,0.0,1.7805164820411776,1.7805164820411776,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,56,2.5814977973568283,2.0,2.0709134946754184,0.22975708502024292,0.0,1.696902814131532,1.696902814131532,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,92,2.142857142857143,2.0,1.4930918619665292,0.07793522267206478,0.0,1.3584697781784483,1.3584697781784483,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,72,3.032258064516129,2.0,2.059580098987468,0.25101214574898784,0.0,-1.196980235827033,1.196980235827033,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,68,1.765625,1.0,1.0349785290311853,0.06477732793522267,0.0,-0.6468654214345858,0.6468654214345858,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,82,2.631205673758865,2.0,2.015693243093624,0.14271255060728744,0.0,0.509606901123599,0.509606901123599,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,16,1.64,1.0,0.9535141263710722,0.07591093117408906,0.0,-0.48906527818048423,0.48906527818048423,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,17,1.5135135135135136,1.0,0.9102648002994504,0.07489878542510121,0.0,-0.45235636011199404,0.45235636011199404,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,3,1.7,1.0,1.311598206415541,0.0708502024291498,0.0,-0.3070759290298166,0.3070759290298166,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,84,1.7272727272727273,1.0,1.0838086308594148,0.07793522267206478,0.0,-0.3008289554845646,0.3008289554845646,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,78,2.3902439024390243,1.0,1.9456170504541233,0.1659919028340081,0.0,-0.2980803483934436,0.2980803483934436,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,71,1.7244444444444444,1.0,1.1705377952713576,0.22773279352226722,0.0,-0.28459354528863434,0.28459354528863434,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,85,1.4918032786885247,1.0,0.9059608310089373,0.06174089068825911,0.0,-0.25393396180765865,0.25393396180765865,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,77,1.6885245901639345,1.0,1.0884389985442051,0.06174089068825911,0.0,-0.22778349401611972,0.22778349401611972,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,19,1.5128205128205128,1.0,0.9080246827640891,0.07894736842105263,0.0,-0.20991856567353093,0.20991856567353093,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,28,1.6106194690265487,1.0,0.9395442314398288,0.11437246963562753,0.0,-0.19716622900896522,0.19716622900896522,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,74,1.6216216216216217,1.0,0.8711935239878854,0.07489878542510121,0.0,-0.1735791898145991,0.1735791898145991,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,6,1.5793650793650793,1.0,0.9064495538367224,0.12753036437246965,0.0,-0.16802280423907515,0.16802280423907515,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,88,1.6354166666666667,1.0,0.8475325383186018,0.09716599190283401,0.0,-0.16502318695329443,0.16502318695329443,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,86,1.607843137254902,1.0,0.7504247163453245,0.05161943319838057,0.0,-0.15801497138186668,0.15801497138186668,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,95,1.3692307692307693,1.0,0.6511823565933443,0.06578947368421052,0.0,-0.15535761170052673,0.15535761170052673,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,33,1.6195652173913044,1.0,0.8233193511279269,0.0931174089068826,0.0,-0.1421530929587135,0.1421530929587135,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,1,1.6233766233766234,1.0,0.9464471103047637,0.07793522267206478,0.0,-0.14002038222800792,0.14002038222800792,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,9,1.6486486486486487,1.0,0.8669333834266151,0.07489878542510121,0.0,-0.1192348635982926,0.1192348635982926,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,94,1.2741935483870968,1.0,0.5483015455711638,0.06275303643724696,0.0,-0.1068007811304221,0.1068007811304221,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,11,1.5555555555555556,1.0,0.9082951062292473,0.08198380566801619,0.0,-0.10637323491877426,0.10637323491877426,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,2,1.4558823529411764,1.0,0.7998847590394725,0.06882591093117409,0.0,-0.10524837863907224,0.10524837863907224,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,18,1.4935064935064934,1.0,0.8049742824165356,0.07793522267206478,0.0,-0.1049782201264008,0.1049782201264008,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,79,1.3584905660377358,1.0,0.6532268902162529,0.053643724696356275,0.0,-0.09986819679253868,0.09986819679253868,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,91,1.527027027027027,1.0,0.8312883707979544,0.07489878542510121,0.0,-0.09927127930337419,0.09927127930337419,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,20,1.4505494505494505,1.0,0.6874063372761938,0.09210526315789473,0.0,-0.09883915253662964,0.09883915253662964,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,21,1.4819277108433735,1.0,0.704713153600024,0.0840080971659919,0.0,-0.09656867570398656,0.09656867570398656,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,70,1.5483870967741935,1.0,1.0662854069202603,0.06275303643724696,0.0,-0.09021464459636286,0.09021464459636286,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,65,1.507462686567164,1.0,0.636589738213501,0.06781376518218624,0.0,-0.08515561937751816,0.08515561937751816,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,40,1.364864864864865,1.0,0.6532180471364641,0.07489878542510121,0.0,-0.08252805329048929,0.08252805329048929,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,32,1.6382978723404256,1.0,0.85321736228657,0.0951417004048583,0.0,-0.08178143050230882,0.08178143050230882,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,76,2.0228571428571427,1.0,1.4619868614056777,0.1771255060728745,0.0,-0.07858331759028715,0.07858331759028715,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,45,1.618421052631579,1.0,0.8321394957282565,0.07692307692307693,0.0,-0.07732262832765856,0.07732262832765856,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,30,1.5454545454545454,1.0,0.869787804867568,0.08906882591093117,0.0,-0.07541501215091867,0.07541501215091867,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,36,1.4705882352941178,1.0,0.8408609726380252,0.10323886639676114,0.0,-0.07325443424984496,0.07325443424984496,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,75,1.4683544303797469,1.0,0.7482534028120845,0.07995951417004049,0.0,-0.07063131471912519,0.07063131471912519,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,90,1.4647887323943662,1.0,0.7137623837403144,0.07186234817813765,0.0,-0.0700702032209353,0.0700702032209353,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,26,1.46,1.0,0.7577211981602561,0.10121457489878542,0.0,-0.065184913358378,0.065184913358378,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,10,1.4927536231884058,1.0,0.8157131200907279,0.06983805668016195,0.0,-0.059478868928849134,0.059478868928849134,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,14,1.4018691588785046,1.0,0.6848744973049588,0.1082995951417004,0.0,-0.05925902242036567,0.05925902242036567,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,15,1.4601769911504425,1.0,0.7680610819051402,0.11437246963562753,0.0,-0.055129463821589196,0.055129463821589196,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,87,1.381578947368421,1.0,0.6726486009432247,0.07692307692307693,0.0,-0.05304897226490778,0.05304897226490778,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,43,1.4252873563218391,1.0,0.6756940257736378,0.08805668016194332,0.0,-0.05048874041520922,0.05048874041520922,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,13,1.3298969072164948,1.0,0.6727067446229213,0.09817813765182186,0.0,-0.048644157532686715,0.048644157532686715,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,48,1.5943396226415094,1.0,1.0026469908795699,0.10728744939271255,0.0,-0.0477894139785996,0.0477894139785996,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,89,1.4845360824742269,1.0,0.7515733782907204,0.09817813765182186,0.0,-0.045526122416213705,0.045526122416213705,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,12,1.5,1.0,0.8244848578954476,0.09109311740890688,0.0,-0.04460445902450349,0.04460445902450349,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,29,1.5392156862745099,1.0,0.971592228236376,0.10323886639676114,0.0,-0.039776722495517426,0.039776722495517426,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,83,1.381578947368421,1.0,0.7296959232110847,0.07692307692307693,0.0,-0.038949967184669664,0.038949967184669664,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,5,1.625,1.0,0.9328736058850426,0.08097165991902834,0.0,-0.03859321231770104,0.03859321231770104,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,64,1.4375,1.0,0.6871842709362768,0.06477732793522267,0.0,-0.038593212317629716,0.038593212317629716,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,34,1.4454545454545455,1.0,0.7732495904348025,0.11133603238866396,0.0,-0.0385932123175973,0.0385932123175973,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,0,1.4615384615384615,1.0,0.767730805302607,0.07894736842105263,0.0,-0.030266338622844134,0.030266338622844134,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,46,1.3924050632911393,1.0,0.6080174069494405,0.07995951417004049,0.0,-0.02911137722951408,0.02911137722951408,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,73,1.4875,1.0,0.7629680551402903,0.08097165991902834,0.0,-0.02353449779995996,0.02353449779995996,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,7,1.4210526315789473,1.0,0.7707781026810296,0.1346153846153846,0.0,-0.023534497799929447,0.023534497799929447,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,55,1.7231638418079096,1.0,1.3969020680692206,0.1791497975708502,0.0,-0.02099494082880142,0.02099494082880142,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,22,1.46,1.0,0.7839294959021853,0.10121457489878542,0.0,-0.020994940828716762,0.020994940828716762,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,27,1.3627450980392157,1.0,0.5935163828892266,0.10323886639676114,0.0,-0.02020206142644995,0.02020206142644995,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,38,1.3366336633663367,1.0,0.5705651185057193,0.10222672064777327,0.0,-0.019795189561630986,0.019795189561630986,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,81,1.3875,1.0,0.5624032968915014,0.08097165991902834,0.0,-0.01979518956158613,0.01979518956158613,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,31,1.4482758620689655,1.0,0.6426438973717793,0.08805668016194332,0.0,-0.017141038190322318,0.017141038190322318,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,39,1.35,1.0,0.5924610544247622,0.10121457489878542,0.0,-0.014698827083102287,0.014698827083102287,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,49,1.2619047619047619,1.0,0.5711433562516177,0.1700404858299595,0.0,-0.013529567353580803,0.013529567353580803,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,59,1.3065693430656935,1.0,0.6131169617284488,0.13866396761133604,0.0,-0.012120544341008408,0.012120544341008408,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,67,1.5975609756097562,1.0,0.9277578986235017,0.08299595141700405,0.0,-0.012120544341008408,0.012120544341008408,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,35,1.3333333333333333,1.0,0.5932958789676531,0.12753036437246965,0.0,-0.012120544340990086,0.012120544340990086,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,41,1.3974358974358974,1.0,0.7951107672526717,0.07894736842105263,0.0,-0.012120544340944277,0.012120544340944277,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,54,1.2530864197530864,1.0,0.5607418377776954,0.16396761133603238,0.0,-0.012119654139126778,0.012119654139126778,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,52,1.3492063492063493,1.0,0.7301228424582846,0.12753036437246965,0.0,-0.012119654139071812,0.012119654139071812,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,60,1.3767123287671232,1.0,0.6553799735863066,0.14777327935222673,0.0,-0.012119654139071812,0.012119654139071812,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,61,1.4,1.0,0.749073501808141,0.14676113360323886,0.0,-0.012119654139071812,0.012119654139071812,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,63,1.2595419847328244,1.0,0.6024027053205928,0.1325910931174089,0.0,-0.012119654139071812,0.012119654139071812,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,37,1.3819444444444444,1.0,0.6895476147271579,0.145748987854251,0.0,-0.012119654138613722,0.012119654138613722,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,53,1.3388429752066116,1.0,0.6526065559005731,0.12246963562753037,0.0,-0.012119654138613722,0.012119654138613722,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,4,1.264367816091954,1.0,0.5996078197929068,0.08805668016194332,0.0,0.0,0.0,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,23,1.4269662921348314,1.0,0.6195240190779568,0.09008097165991903,0.0,0.0,0.0,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,25,1.382608695652174,1.0,0.7443660754693804,0.11639676113360324,0.0,0.0,0.0,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,42,1.411764705882353,1.0,0.7296593668453276,0.12044534412955465,0.0,0.0,0.0,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,47,1.4404761904761905,1.0,0.6828570468364724,0.08502024291497975,0.0,0.0,0.0,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,50,1.263157894736842,1.0,0.5330266157320049,0.11538461538461539,0.0,0.0,0.0,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,51,1.3203883495145632,1.0,0.6295593266287842,0.10425101214574899,0.0,0.0,0.0,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,57,1.3459119496855345,1.0,0.9069870931467449,0.16093117408906882,0.0,0.0,0.0,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,58,1.2681159420289856,1.0,0.6106100225168362,0.1396761133603239,0.0,0.0,0.0,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,62,1.19375,1.0,0.49522087061413705,0.16194331983805668,0.0,0.0,0.0,False,False,False
C,Digitizer_run2014_subrun3.csv,3,66,69,1.4642857142857142,1.0,0.6314279837806516,0.05668016194331984,0.0,0.0,0.0,False,False,False
